"value","job_title","company_name","state","description"
"/company/Crosswalk-NYC/jobs/Fashion-Marketing-Junior-Data-Scientist-deb0811dac91f3d7?fccid=7f1963dcde296a28&vjs=3","Fashion Marketing Jr. Data Scientist",NA,"New-York","Crosswalk is seeking a Jr. Data Scientist to work within the Consumer Insights team to discover information hidden in vast amounts of data, and help the team deliver actionable insights to our clients in the US and Internationally.

Jr. Data Scientist Description

The Jr. Data Scientist will help discover information hidden in vast amounts of data, and help us make smarter decisions to deliver actionable insights to our clients. The Data Scientist will build and find partnership recommendation systems, improve and extend the features used by our clients, develop personas, creative briefs and ultimately use real-world observations, data, and pop-culture referential points to provide meaningful, actionable insights from data.

Tasks

Work directly with the Manager of Data Science to provide actionable insights to clients on how to improve a number of brand strategies.
Provide reports to clients about sales trends, projections, and areas for potential development.
Help clients better understand their consumers by diving into and analyzing, data findings to find the deeper meaning.
Research industry-specific best practices and category trends as applicable against consumer data.
Evaluates and ensure the quality of creative content for clients.

Your Experience

Minimum 2 years of experience in consulting, brand strategy, business strategy, brand management/planning, or research.
Bachelors’ Degree, preferably in a related field.

Desired Characteristics

Must have the legal right to work in the United States (without a need for sponsorship)
Outstanding communication, writing, and interpersonal skills.
A passion for problem-solving and research.
Ability to thrive in team environments.
Able to think outside of the box as a critical thinker.
Ability to manage multiple tasks simultaneously.
Excellent time management skills.
Stays up to date with industry trends, specifically in fashion/retail.

This role will begin as a freelance role with a 3 month trial period. After 3 months, there will be an opportunity to go full time.

We are based in New York City and work primarily remotely. We will occasionally require days in-office. We will only consider those located in or surrounding New York City.

Check us out here https://www.crosswalknyc.com/

Job Type: Full-time

Schedule:

Monday to Friday

COVID-19 considerations:
Must be fully vaccinated.

Education:

Bachelor's (Required)

Work Location:

One location

Work Remotely:

Yes

Work Location: One location"
"/rc/clk?jk=48698893e0b23db7&fccid=fb64df2c5ea4a9ff&vjs=3","Data Scientist","iboss","New-York","Company Overview

iboss is a cloud security company that enables the modern workforce to connect securely and directly to all applications from wherever they work. Built on a containerized cloud architecture, iboss delivers security capabilities such as SWG, malware defense, RBI, CASB and data loss prevention to all connections via the cloud, instantaneously and at scale. This eliminates the need for traditional network security appliances, such as VPNs, firewalls and web gateway proxies, which are ineffective at protecting a cloud-first and mobile world. Leveraging a purpose-built cloud architecture backed by 230+ issued and pending patents and more than 100 points of presence globally, iboss processes over 150 billion transactions daily, blocking 4 billion threats per day. More than 4,000 global enterprises trust the iboss Cloud Platform to support their modern workforces, including a large number of Fortune 50 companies. To learn more, visithttps://www.iboss.com/.

Job Description

iboss Research and Intelligence team is expanding and looking to add a data scientist to our growing team. You’ll be able to leverage large-scale rich data to meaningfully improve and refine our identification of malicious computer software and behavioral threats. If you’re ready to work with subject matter experts in the industry in a collaborative environment with unrivaled technology, apply today.

Responsibilitities:


Mine large scale and high dimensional data, identify patterns and visualize trends
Create predictive models using supervised learning techniques to detect and stop the most sophisticated threats
Innovate new semi-supervised and online learning techniques to enhance our threat detection capabilities and reduce nuisance false positives for our customers.
Work closely with domain experts to improve our raw data and to derive more value from data collected
Hone your ability to balance detail-oriented research with goal-oriented business objectives
Implement and experiment with new algorithms and methodologies to help improve our machine learning models
Automate and visualize analyses, results and processes in our machine learning pipeline

Qualifications

2-5 years of experience in data science, machine learning, or any field employing computational science or data-driven analyses
Programming experience in Python
Excellent interpersonal, technical, and communication skills
Ability to learn, evaluate, and adopt new technologies fast
Ability to lead and execute projects from start to finish
Solid foundation in computer science, software development, and machine learning

Benefits

Health, Vision, Dental, Chiropractic - open to domestic partners
401K with company match
Paid Time Off (PTO)
Company paid holidays
Optimistic, supportive, and fun work environment
Fantastic quarterly company events
Free catered lunch every Friday
Free snacks
Free on-site gym membership

The duties and responsibilities described above are essential functions of the job.

All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, status as a veteran or as an individual with a disability.

This position is not eligible for sponsorship of work visas"
"/rc/clk?jk=91d380e2d13a3f53&fccid=fe404d18bb9eef1e&vjs=3","Data Scientist, Creator Business Analysis","Spotify","New-York","Data, Research & Insights
Data Science
The Marketplace team builds Spotify's content platform and creator products. Our content platform ingests, understands, and safeguards the world's audio. Our creator products - Spotify for Artists, Soundtrap, and SoundBetter - enable artists and their teams to create music and connect with collaborators, in an effort to grow and monetize their audiences.

Location

New York or Remote Americas

Job type

Permanent
As one of the teams within Marketplace, Creator Business Analysis partners closely with R&D. We are responsible for ensuring our teams build the highest value products to deliver back towards the music industry. We do this by evaluating new and emerging business ideas, business models and pricing strategies. As a Data Scientist on our team, you will help analyze economic, product and business problems using analytics. You will tackle complex problems in order to develop a behavioral understanding of customer needs, as well as to forecast and predict the value that our tools deliver. In doing so, you will have a lasting impact on bringing Spotify’s marketplace vision to life.

What you'll do

Apply understanding of advanced statistical modeling to provide an opinion on future trends in music and what they mean for Spotify.
Identify the most impactful business opportunities for product development based on market needs, and execute on them diligently and inventively.
Partner closely with other data scientists and data engineers to help inform, build and test hypotheses, delivering insights to fuel our products.
Define metrics and utilize dashboards to help measure the health of our initiatives.
Work closely with cross-functional teams of researchers, product owners, engineers, designers, and others who are passionate about our creator marketplace.
Be an advocate of data-informed decision-making, providing recommendations on product performance and experience.

Who you are

At least 3+ years of proven success as a data scientist, working with sophisticated statistical methods in a similar business capacity.
Experience in product analytics, including crafting success metrics, running power analyses, resolving statistical significance, and presenting findings with clear product recommendations or implications.
Hands-on experience synthesizing insights from data using tools such as Python, R, BigQuery, SQL, and/or Tableau.
Previous experience collaborating closely with teams of data scientists and data engineers, building tools in production and at scale.
A skilled communicator who values building trusted relationships with partners and has the ability to communicate complex topics in straightforward terms.
A compelling storyteller who can influence real world product or feature decisions and communicate in succinct and inspiring ways to audiences with varied data science knowledge.
Comfortable working with ambiguity and easily able to collaborate with distributed teams across multiple offices and timezones.

Where you'll be

We are a distributed workforce enabling our band members to find a work mode best for them!
Where in the world? For this role, it can be within the Americas region in which we have a work location
Prefer an office to work from home instead? Not a problem! We have plenty of options for your working preferences. Find more information about about our Work From Anywhere options here
Working hours? We operate within the Eastern Standard time zone for collaboration

#remote

Our global benefits

Extensive learning opportunities, through our dedicated team, GreenHouse.
Flexible share incentives letting you choose how you share in our success.
Global parental leave, six months off - fully paid - for all new parents.
All The Feels, our employee assistance program and self-care hub.
Flexible public holidays, swap days off according to your values and beliefs.
Spotify On Tour, join your colleagues on trips to industry festivals and events.

Learn about life at Spotify

Spotify is an equal opportunity employer. You are welcome at Spotify for who you are, no matter where you come from, what you look like, or what’s playing in your headphones. Our platform is for everyone, and so is our workplace. The more voices we have represented and amplified in our business, the more we will all thrive, contribute, and be forward-thinking! So bring us your personal experience, your perspectives, and your background. It’s in our differences that we will find the power to keep revolutionizing the way the world listens.

Spotify transformed music listening forever when we launched in 2008. Our mission is to unlock the potential of human creativity by giving a million creative artists the opportunity to live off their art and billions of fans the chance to enjoy and be passionate about these creators. Everything we do is driven by our love for music and podcasting. Today, we are the world’s most popular audio streaming subscription service with a community of more than 345 million users.

This position is not eligible to be performed in Colorado."
"/rc/clk?jk=75723c339834d5e5&fccid=5bcd1ef0a7f4fb99&vjs=3","Data Scientist","Citi","New-York","We are looking to hire a Data Scientist specializing in data analysis to join the Citi Research Operations Team. The successful candidate will work with the team and perform data analysis on proprietary datasets highlighting trends and developing models to forecast behavior. The Data Scientist will be responsible for a wide range of analytical tasks including data exploration and visualization, trend forecasting on time series data, regression analysis, and machine learning tasks such as classification and clustering. The Data Scientist will be working with Senior Analysts based in different regions on requirements, building out project requirements and providing the results to the stake holders. The candidate will be part of a global team, strategically located in New York.

Responsibilities:

Understand the Citi Research business and its drivers
Engage with all stakeholders for Citi Research projects to collect feedback, build-out requirements and prioritize system enhancements
Act as a resource to Analyst teams in developing, analyzing, and visualizing new proprietary datasets
Translate business needs into specific analytical questions
Support decision making by communicating technical requirements to peers and management
Improve on existing statistical methodologies and models

Qualifications:

3-5 years of experience working in Python (R is a plus)

2+ years of experience working with SQL databases

Experience working with time series forecasting methods

Experience wrangling and cleansing large datasets

Experience with machine learning methods including regression analysis, classification, and unsupervised modeling

Ability to structure project workflow from gathering requirements to model building and data delivery

Ability to create effective and interpretable data visualizations

Self-starter and driven; able to work independently with little guidance

Effective communicator with both technical and non-technical peers and managers

Experience with NLP a plus

Education:

Bachelor’s/University degree, Master’s degree preferred


This job description provides a high-level review of the types of work performed. Other job-related duties may be assigned as required.


-

Job Family Group:

Research

-

Job Family:

Research Product

-

Time Type:

Full time

-

Citi is an equal opportunity and affirmative action employer.

Qualified applicants will receive consideration without regard to their race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or status as a protected veteran.

Citigroup Inc. and its subsidiaries (""Citi”) invite all qualified interested applicants to apply for career opportunities. If you are a person with a disability and need a reasonable accommodation to use our search tools and/or apply for a career opportunity review Accessibility at Citi.

View the ""EEO is the Law"" poster. View the EEO is the Law Supplement.

View the EEO Policy Statement.

View the Pay Transparency Posting"
"/rc/clk?jk=8357d8c921f54652&fccid=ca94b6e9b2058331&vjs=3","Junior Data Scientist",NA,"New-York","Reonomy leverages big data, partnerships and machine learning to connect the fragmented, disparate world of commercial real estate. By providing unparalleled access to property intelligence, Reonomy products empower individuals, teams, and companies to unlock insights and discover new opportunities.

Headquartered in New York, Reonomy has raised $128 million from top investors, including Sapphire Ventures, Bain Capital, Softbank, Primary Ventures, Georgian Partners, Wells Fargo Strategic Capital, Citi Ventures, and Untitled Investments. Our clients represent the biggest names in CRE, including Newmark Knight Frank, CBRE, Cushman & Wakefield, and Tishman Speyer.

If you're excited by growth, innovation and the ability to shape one of the biggest markets, join us as our journey is just beginning!

ABOUT THE ROLE:



As a Junior Data Scientist at Reonomy, you'll play a vital role in creating models that will serve as critical components embedded in the pipelines that support everything we offer! Reonomy's Knowledge Graph creates an unprecedented view of Commercial Real Estate across the United States. It's supported by a best-in-class data infrastructure which intelligently links disparate datasets, as well as manages the complexities in the CRE space, in order to build a first-of-its-kind data product!



In this role, you will work as part of the cross-functional team to build and embed analytics, Machine Learning and AI to better serve our customers with the information that will change the way they do business. If you consider yourself a data analytics enthusiast with an investigative mindset then keep reading!
Responsibilities include:
Extract and combine data from multiple internal data sources, including data cleansing and noise removal
Perform high quality exploratory data analysis
Feature generation, model choice and implementation to extract insights
Collaborate with the Engineering team to design, build and improve Reonomy’s ML models
Design tracking metrics to measure performance of Machine Learning models
Write high quality code, actively participate in code reviews, and consistently help to ship software
Collaborate with product management, data science, and data operations to produce ground truth sets required to measure model performance
Present results to Data Science team and make adjustments based on the feedback
ABOUT YOU:
1-2 years of experience in a Data Science capacity
Bachelor’s or Master’s degree in a quantitative field such as Statistics, Mathematics, Engineering, or Computer Science
Demonstrated work experience with data transformation and cleaning, feature building, model implementation, and model performance evaluation
Ability to write clean, well-organized Python code that will integrate easily into the production pipelines
Advanced knowledge in SQL and strong data analysis skills; including collecting, analyzing, interpreting, and presenting data
Ability to build successful ML projects with a strong engineering focus
Preferably experience with distributed computing: Spark, Pyspark, Scala
Excellent communication skills with a knack for communicating findings to technical and non-technical audiences
A detail oriented mind with inclination for investigative data work
BENEFITS:
Competitive salary
100% coverage on medical, vision and dental health plans
Company stock options
Unlimited Vacation
401k plan and commuter benefits
Access to our Continuing Education Stipend
Perks: WFH package, FREE ClassPass membership, FREE Headspace premium membership, FREE Citi Bike membership, & team outings!
Applicants must be currently authorized to work in the United States on a full-time basis.

**We do not accept unsolicited resumes from outside recruiters/placement agencies. Reonomy will not pay fees associated with resumes presented through unsolicited means.

#LI-REMOTE
#BI-REMOTE"
"/rc/clk?jk=f373de5a794c1da2&fccid=f97367b3ac9546b1&vjs=3","ASSOCIATE DATA SCIENTIST",NA,"New-York","THE AGENCY:
The Department of City Planning (DCP) plans for the strategic growth and development of the City through ground-up planning with communities, the development of land use policies and zoning regulations applicable citywide and sharing its perspectives on growth and community needs with sister agencies in collaboration with the Office of Management and Budget (OMB).

DCP’s six strategic objectives include: (a) catalyze long-term neighborhood improvement through integrated planning and targeted accompanying public investments; (b) encourage housing production, affordability, and quality; (c) promote economic development and job growth; (d) enhance resiliency and sustainability of neighborhoods; (e) ensure integrity, timeliness and responsiveness in land use reviews; and, (f) supply objective data and expertise to a broad range of planning functions and stakeholders
.
Central to its mission, DCP supports the City Planning Commission in its annual review of approximately 450 land use applications. The Department also works closely with OMB in developing the Ten-Year Capital Strategy, and helping administer the Neighborhood Development Fund, geared toward ensuring that growing neighborhoods undergoing rezoning have accompanying infrastructure investments.

The New York City Department of City Planning is a great place to work – cultivating intellectual inspiration, professional development and creativity. Visit our website at www.nyc.gov/planning to access the full listing of job opportunities and to learn more about our great agency.

THE DIVISION:
The Population Division is responsible for the compilation, analysis and dissemination of census and related federal, state and local data for city agencies, local communities and the media. It is the city’s hub of expertise in census data analyses and dissemination. Within the Department, the Population Division provides data for a variety of local and citywide planning studies, environmental review analyses, and capital planning strategies. The division also provides other city agencies and outside organizations with data to address questions involving needs assessment, program planning and targeting, and policy formulation. This includes the development of current population estimates and short- and long-term population projections. Finally, the Population Division is leading the evaluation and analysis of recently released data from the 2020 Census.

THE ROLE:
The Population Division needs a data scientist with a skillset to complement its in-house demographic expertise. The Associate Data Scientist will create, maintain, and analyze databases that inform the agency’s population studies. The successful candidate will take a lead role in developing innovative tools to assess socioeconomic disparities across various New York City geographies. Typical tasks will include:


Develop and maintain demographic applications
Work with the IT division’s Enterprise Data Management and Labs teams to regularly update Population Division applications
Process and assist in the analysis of various datasets
Publish demographic analyses in innovative formats
Assist in performing quality assurance of data files, and documenting work procedures and methodologies.
Manage and maintain large datasets, including Census Public Use Microdata files
Represent the division at intra-agency meetings and coordinate database development with other divisions
Perform other related tasks.
Minimum Qual Requirements
1. A baccalaureate degree from an accredited college including or supplemented by 24 semester credits in computer science or a related computer field and one year of satisfactory full-time computer software experience in computer systems development and analysis, applications programming, database administration, maintenance and support, systems programming, data communications, mainframe development, mobile development, web development and design; or

2. A four-year high school diploma or its educational equivalent and five years of satisfactory full-time computer software experience as described in ""1"" above; or

3. Education and or/or experience equivalent to ""1"" or ""2"" above. College education may be substituted for up to two years of the required experience in ""2"" above on the basis that 60 semester credits from an accredited college is equated to one year of experience. In addition, 24 semester credits from an accredited college or graduate school in computer science or a related field, or a certificate of at least 625 hours in computer programming from an accredited technical school (post high school), may be substituted for one year of experience. However, all candidates must have at least a four-year high school diploma or its educational equivalent and at least one year of satisfactory full-time experience as described in ""1"" above.
Preferred Skills
Master’s-level coursework in a social science and extensive knowledge of quantitative methods
Proficiency in programming languages such as Python and SQL, relational database management system such as PostgreSQL, MySQL, SQLite
Expertise in data visualization packages such as Carto or Tableau
Proficiency in Excel, and statistical packages such as SAS, SPSS, and R. Writing custom functions and developing packages in R and/or Python preferred
Knowledge of regression analyses/statistical techniques
Experience using Census and administrative datasets
GIS experience a plus, particularly in ArcGIS, PostGIS, or QGIS programs
Strong written and verbal communication skills to effectively convey complex concepts, methodologies, and quantitative data
Ability to work cooperatively within a team and to work independently
To Apply
Click on “Apply Now” at the bottom of the posting
Please be advised only candidates under consideration will be contacted.
Appointments are subject to Office of Management and Budget (OMB) approval.
Authorization to work in the United States is required for this position.
This position requires unrestricted work authorization and DCP does not offer sponsorship. Only eligible candidates need apply.

The Department of City Planning is an Equal Opportunity Employer and a copy of the Equal Opportunity Program is available in the Human Capital Division.

NOTE: This position is open to qualified persons with a disability who are eligible for the 55-a Program. Please indicate in your cover letter that you would like to be considered for the position under the 55-a Program. For detailed information regarding the 55-a Program, please visit the following link: http://www.nyc.gov/html/dcas/downloads/pdf/psb/100_1.pdf
Residency Requirement
New York City Residency is not required for this position"
"/rc/clk?jk=de91ff2a7a27bea4&fccid=06206ab329e0eb22&vjs=3","Data Scientist","RELX","New-York","to be added

We are an equal opportunity employer: qualified applicants are considered for and treated during employment without regard to race, color, creed, religion, sex, national origin, citizenship status, disability status, protected veteran status, age, marital status, sexual orientation, gender identity, genetic information, or any other characteristic protected by law. If a qualified individual with a disability or disabled veteran needs a reasonable accommodation to use or access our online system, that individual should please contact accommodations@relx.com or if you are based in the US you may also contact us on 1.855.833.5120.

Please read our Candidate Privacy Policy"
"/rc/clk?jk=0aa9f53d7f02b822&fccid=9ecb91618c39a24f&vjs=3","Data Scientist, Marketing Analytics","Etsy","New-York","Company Description


Etsy is the global marketplace for unique and creative goods. We build, power, and evolve the tools and technologies that connect entrepreneurs with buyers around the world. Etsy, Inc.'s 'house of brands' portfolio has expanded to now include four individually distinct ecommerce brands – Etsy, fashion resale marketplace Depop, musical instrument marketplace Reverb, and Brazil-based handmade goods marketplace Elo7. As an Etsy employee, you’ll tackle unique problems alongside talented coworkers committed to Keeping Commerce Human. We're large enough that you'll focus on meaningful, complex challenges, but small enough that you can make a rewarding impact.



Job Description


The Marketing Analytics team is responsible for helping drive the success of marketing efforts at Etsy by providing meaningful insights, industry-leading measurement techniques, and access to the metrics, data, and tools needed for decision-making and optimization. We partner with our peers in marketing, analytics, research, product, engineering, and finance through all stages of development: identifying initial opportunities, refining the user experience, analyzing the impact of our efforts, and highlighting improvement areas. Ultimately, the team’s work strengthens Etsy and helps continuously improve the Etsy experience.

Learning new skills and techniques is not only a requirement but a perk of the job. We are always looking for opportunities to improve. Our mission is to demystify marketing with insights grounded in data, telling the story of how we attract and retain our users to teams, to senior management, and to the community.

This is a full-time position located (eventually) in Brooklyn, NY. Etsy offers three different work modes to meet the variety of needs and preferences of our team: Flex mode for candidates who are comfortable traveling to an office location 2+ times per week, Remote mode, and Office-based mode. Learn more about our flexible work modes and vaccination policy here.

About the Role
In this role you will:

Develop, implement, and refine core marketing measurement frameworks and models, including attribution, churn, CLV, return on investment, experiment methodology, and segmentation

Play a foundational role in deciding how we can best engage and grow Etsy users by determining and helping to execute on opportunities for growth through analysis of behavioral and transactional data

Transform raw data into meaningful and impactful analysis characterized by strong data governance, technique clarity, and clear documentation

Identify key metrics that drive the performance of marketing channels and marketing products, make these accessible to partners through dashboards and reports, and drive these metrics through statistical analyses of experiments

Continually evaluate and refine your technical toolkit, sharing what you learn with the team



Qualifications

About You
Ideally, you'll bring:

2-3 years of proven experience as a data scientist/analyst or in a quantitative role in which you extracted meaning from big data sets with little engineering support

Experience with acquisition and retention marketing operations, channel attribution, churn and lifetime value models, analytical tools and infrastructure, and finding efficient growth strategies a plus

Proficient in SQL and either R or Python. Bonus points for experience with the Hadoop ecosystem or additional scripting languages (Scala, PHP, Ruby, etc.)

Proven ability to communicate your insights verbally, visually, and in writing with teammates and business partners

Comfortable guiding others, recommending tools and standard methodologies to improve the efficiency of the teams work

Strong, independent, analytical problem solver who enjoys thinking about and solving complex and nuanced problems

Passionate about subjects such as experimental design, data visualization, and statistical analysis techniques

Experience with Looker, Tableau, or other data visualization software a plus


Additional Information

What's Next

If you're interested in joining the team at Etsy, please send a coverletter and resume telling us why you'd be right for the position. As you'vehopefully seen already, Etsy is a place that values individuality andvariety. We don't want you to be like everyone else - we want you to belike you! So write to us and tell us what you're all about.

Our Promise

At Etsy, we believe that a diverse, equitable and inclusive workplace makesus a more relevant, more competitive, and more resilient company. Weencourage people from all backgrounds, ages, abilities, and experiences toapply. Etsy is an equal opportunity employer. We do not discriminate on thebasis of race, color, ancestry, religion, national origin, sexualorientation, age, citizenship, marital or family status, disability,gender, gender identity or expression, pregnancy or caregiver status,veteran status, or any other legally protected status. We will ensure thatindividuals with disabilities are provided reasonable accommodations toparticipate in the job application and interview process, to performessential job functions, and to receive other benefits and privileges ofemployment. While Etsy supports visa sponsorship, sponsorship opportunitiesmay be limited to certain roles and skillsets.

For U.S. roles only:

Many Etsy roles are open to remote candidates, and you'll be able to identify which ones within the location header of each job description. We're open to remote hires from all U.S. states except Hawaii and Alaska. For candidates who will work remotely from Colorado, visit this link for information related to Colorado's Equal Pay for Equal Work Act."
"/rc/clk?jk=5335f390399049bb&fccid=556c1687e01b5e00&vjs=3","Data Scientist - Global Health",NA,"New-York","Welcome systems thinkers. System Inc. builds software to help the world see and solve anything as a system. We are a Public Benefit Corporation driven by purpose and shaped by values. We hire systems thinkers who are motivated by our purpose, share our values, and have the skills to advance our mission.

System is hiring a mission-oriented Data Scientist to work on a large-scale, open, and collaborative data project focused on global health and pandemic prevention. COVID-19 revealed that the way we've organized the world and our information — in silos — is not well suited to an age of rising complexity and interdependence. We've all now experienced firsthand how it limits our ability to predict outcomes, make decisions, mitigate risks, and innovate when we need it the most. Come help us and our partners in the non-profit and academic sectors shape a possible solution.

You Will:

Gather and build models predicting disease outcomes and pandemic emergence
Collaborate with researchers and data scientists in global health to design and build better ways of linking data and knowledge
Improve the suite of libraries and tools that System has built for researchers and data scientists working in global health
Possibly impact how the world prevents a future pandemic like COVID

You have:

Coded (Python, R, or TypeScript) and are willing to do a lot of it
Experience working with a variety of data sources and model types in global health
Experience using the latest technologies in machine learning
A solid understanding of quantitative methods in public health
An understanding and have demonstrated the trade-off between accuracy and explainability of algorithms
Familiarity with production workflows of machine learning models and are comfortable working with cloud-based solutions like SageMaker
A great statistical foundation and the curiosity to continue learning

About System

System helps teams discover data, share insights, and build knowledge. Designed and built for the data-first era, System is where knowledge lives. Today, System is used by data and analytics teams and their stakeholders in sectors ranging from healthcare to financial services to technology.

We aspire to help the world see itself differently and build a more responsible and values-driven model of a tech company. We are backed by top-tier VCs in Silicon Valley and New York and leading angel investors, and founded by the former VP Data at Spotify. To learn more about what motivates our social mission, we invite you to read: http://www.brokennature.org/redesigning-the-system/




We believe in the power of small, autonomous, interdisciplinary, and diverse teams; in agile development; and in leading with values, first principles, and clear high-level priorities backed by data. We believe in cultivating a growth mindset for our team — always learning, improving, being challenged, and having opportunities for professional and personal development.

System Inc. is an equal opportunity employer. We are proud to foster a workplace, in person and online, free from discrimination. We strongly believe that diversity of experience, perspectives, and background will lead to a better environment for our employees and a better product for our users."
"/company/AllocateRite/jobs/Data-Scientist-666ecdd269afda67?fccid=d566bf78dac9bbf9&vjs=3","Data Scientist",NA,"New-York","Are you an entrepreneurial minded and talented Data Scientist? Then we’re looking for a person just like you. We are a young startup building several innovative digital products and apps. We’re looking to hire quickly so don’t hesitate to send us a resume and a link to your portfolio.

This is a very rare opportunity to get in on the ground floor of one of the leaders of the AI data science / machine learning platform in a Midtown Manhattan startup environment.

DESCRIPTION

Collaborate with our team members to accelerate the pace of product development.
Explore new data sources and think of innovative ways to incorporate these into existing and new predictive models.
Monitor model performance. Regardless of the technique applied, we expect continued monitoring and iteration of models for continuous improvement ahead.
Provide thought leadership on future research agenda and team growth.

JOB REQUIREMENTS

PhD degree in Finance, Mathematics, Physics or other quantitative fields.
2+ years of experience as a Data Scientist.
Strong knowledge of statistics and machine learning.
Solid programming skills in Python.
Excellent communication skills; good team player.
Deep sense of intellectual curiosity.
Exceptional level of organization.
Ability to create proofs of concept and run experiments, making appropriate trade-offs between performance and complexity.
Previous experience with at least two deep learning frameworks.

PREFERRED SKILLS

Familiar with financial terms and financial models.
Familiar with AWS environment.
Experience with mobile app development.
Knowledge with other programming languages, such as R, Scala.
Experience with an Agile environment.

Job Type: Full-time

Pay: $125,000.00 - $150,000.00 per year

Schedule:

8 hour shift

COVID-19 considerations:
We all are socially distanced in the office, wear masks as appropriate, and the office is deep-cleaned and sanitized each night by a specialized team.

Education:

Master's (Preferred)

Experience:

Python: 1 year (Preferred)
machine learning: 1 year (Preferred)

Work Location:

One location

Work Remotely:

No

Work Location: One location"
"/rc/clk?jk=0919701073c1e612&fccid=c3092a91bcb42ca9&vjs=3","Data Scientist",NA,"New-York","Job Summary:
Supporting the Disney Advertising Sales organization within our new Disney Media & Entertainment Distribution (DMED) segment, the Audience Modeling and Data Science team are subject matter experts in each of the following areas:
Creating and optimizing audience segmentation models that enable us to target specific audiences based on brand affinities, app behavior, and video viewership among other things
Examining other ways to expand audience sizes and depth through look-alike modeling of behaviors within our own network of digital properties
Analyzing the performance of models in real-world campaigns and collaborating with the audience modeling team to optimize and refine the models
We’re looking for an intellectually curious, business-savvy, analytical powerhouse to join The Walt Disney Company’s DMED segment as a data scientist on the ad sales team. In this role, you will be responsible for driving improvements across DMED’s portfolio of offerings by using data. Working collaboratively with cross-functional teams, you will develop, drive, and oversee new strategies to ensure the growth of the business and the overall bottom line.

Responsibilities:
Perform business intelligence analysis and data mining on large, complex data sets to understand user behavior across the portfolio
Help grow a multichannel advertising technology capability by leveraging internal and external datasets to expand our reach within and across platforms
Build predictive models and algorithms to optimize products
Develop new tools, statistical models, and analysis processes to improve how data is used across the organization.
Distill and socialize insights across all levels of DMED, as well as other segments of The Walt Disney Company to help drive decision making
Design, analyze, and present results from controlled experiments to test hypotheses and improve best practices across the organization.
Through industry research, ongoing education, and practical experience, become a leading subject matter expert in digital user behavior, monetization, and engagement.
Basic Qualifications:
2-3+ years demonstrable experience driving measurable results (monetization, engagement) with digital products across various business models.
Innovative thinker capable of operating both in a strategic capacity (big-picture perspective, asks ""why"") and a hands-on/execution capacity (detail-oriented, conscientious)
Excellent understanding of statistics and the ability to confidently translate statistical analyses into compelling and actionable recommendations
Proven ability in predictive analytics and modeling
Strong experience with writing SQL to extract and manipulate data at the source (experience with Hive/Hadoop/cloud data platforms a plus)
Experience with R, Python, or other statistical computing packages
Experience building complex visualizations (Tableau, Looker a plus)
Experience with consumer behavior and insights analysis (transactional and usage)
Great communication and teamwork skills
Knowledge of Salesforce DMP, Adobe Audience Manager, Oracle BlueKai or other DMPs a plus
Self-motivated with the ability to work independently
Required Education
B.A. or B.S. (MS, MBA, or PhD a plus) in a quantitative field (Math/Statistics, CS, Engineering, Business, Economics, experimental science, or similar)

Additional Information:
DISNEYADSALES"
